datetime,temperature,uvIndex,windSpeed,summary,apparentTemperature,cloudCover,dewPoint,humidity,precipType,pressure,windBearing
2017-12-05 00:00:00,18.15,0,3.6,Partly Cloudy,18.16,0.44,14.99,0.82,rain,1015.65,60
2017-12-05 01:00:00,18.15,0,2.6,Partly Cloudy,18.16,0.44,14.99,0.82,rain,1015.34,71
2017-12-05 02:00:00,17.39,0,2.41,Partly Cloudy,17.39,0.44,14.18,0.81,rain,1021.06,89
2017-12-05 03:00:00,17.14,0,1.5,Partly Cloudy,17.19,0.57,14.99,0.87,rain,1014.77,110
2017-12-05 04:00:00,16.15,0,2.1,Partly Cloudy,16.15,0.58,14.0,0.87,rain,1014.68,110
2017-12-05 05:00:00,15.77,0,2.19,Partly Cloudy,15.77,0.38,13.22,0.85,rain,1020.66,95
2017-12-05 06:00:00,18.15,0,3.1,Mostly Cloudy,18.15,0.61,13.99,0.77,rain,1014.97,80
2017-12-05 07:00:00,19.15,1,3.1,Mostly Cloudy,19.15,0.62,14.99,0.77,rain,1015.25,80
2017-12-05 08:00:00,20.42,3,3.79,Mostly Cloudy,20.42,0.75,14.08,0.67,rain,1021.09,84
2017-12-05 09:00:00,20.11,6,5.79,Clear,20.11,0.19,13.99,0.68,rain,1020.01,71
2017-12-05 10:00:00,23.14,8,6.2,Clear,23.14,0.19,14.99,0.6,rain,1015.6,90
2017-12-05 11:00:00,22.94,10,6.31,Clear,22.94,0.19,14.84,0.6,rain,1021.25,87
2017-12-05 12:00:00,23.08,10,7.2,Clear,23.08,0.19,14.99,0.6,rain,1014.97,80
2017-12-05 13:00:00,21.16,6,8.21,Mostly Cloudy,21.22,0.75,15.99,0.72,rain,1014.51,90
2017-12-05 14:00:00,21.81,5,6.69,Overcast,21.83,1.0,15.68,0.68,rain,1020.97,91
2017-12-05 15:00:00,22.16,4,6.2,Overcast,22.32,1.0,16.99,0.73,rain,1013.8,101
2017-12-05 16:00:00,21.16,3,5.7,Overcast,21.22,1.0,15.99,0.72,rain,1013.73,110
2017-12-05 17:00:00,20.43,1,6.05,Overcast,20.44,1.0,15.46,0.73,rain,1020.75,99
2017-12-05 18:00:00,20.15,0,5.7,Overcast,20.23,1.0,15.99,0.77,rain,1014.26,90
2017-12-05 19:00:00,19.15,0,4.1,Mostly Cloudy,19.41,0.75,16.99,0.87,rain,1014.73,90
2017-12-05 20:00:00,18.96,0,4.91,Mostly Cloudy,19.03,0.75,15.66,0.81,rain,1023.18,87
2017-12-05 21:00:00,18.15,0,5.7,Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1015.59,71
2017-12-05 22:00:00,18.15,0,4.6,Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1015.79,60
2017-12-05 23:00:00,18.18,0,4.05,Partly Cloudy,18.22,0.44,15.25,0.83,rain,1024.58,75
2017-12-06 00:00:00,18.15,0,4.1,Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1015.59,80
2017-12-06 01:00:00,18.15,0,4.1,Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1015.28,80
2017-12-06 02:00:00,18.12,0,3.9,Mostly Cloudy,18.18,0.75,15.38,0.84,rain,1024.28,82
2017-12-06 03:00:00,18.15,0,3.6,Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1014.71,80
2017-12-06 04:00:00,18.15,0,3.6,Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1014.62,71
2017-12-06 05:00:00,18.03,0,3.28,Overcast,18.07,1.0,15.19,0.83,rain,1024.25,84
2017-12-06 06:00:00,18.15,0,4.6,Overcast,18.29,1.0,16.0,0.87,rain,1014.91,71
2017-12-06 07:00:00,19.15,1,5.7,Partly Cloudy,19.26,0.44,15.99,0.82,rain,1015.19,80
2017-12-06 08:00:00,20.06,3,4.9,Mostly Cloudy,20.06,0.75,15.09,0.73,rain,1024.73,93
2017-12-06 09:00:00,20.15,4,7.2,Mostly Cloudy,20.15,0.75,14.99,0.72,rain,1015.58,80
2017-12-06 10:00:00,21.16,6,7.7,Mostly Cloudy,21.22,0.75,15.99,0.72,rain,1015.54,90
2017-12-06 11:00:00,21.18,6,8.95,Mostly Cloudy,21.18,0.75,15.39,0.7,rain,1023.69,91
2017-12-06 12:00:00,21.16,7,10.8,Mostly Cloudy,21.22,0.75,15.99,0.72,rain,1014.91,90
2017-12-06 13:00:00,21.16,8,10.8,Partly Cloudy,21.22,0.44,15.99,0.72,rain,1014.44,90
2017-12-06 14:00:00,22.23,8,10.54,Clear,22.29,0.19,16.09,0.68,rain,1021.78,97
2017-12-06 15:00:00,21.16,6,11.3,Windy,21.22,0.19,15.99,0.72,rain,1013.74,90
2017-12-06 16:00:00,22.16,4,10.3,Clear,22.21,0.19,15.99,0.68,rain,1013.67,101
2017-12-06 17:00:00,21.43,2,10.47,Clear,21.47,0.19,15.9,0.71,rain,1020.28,90
2017-12-06 18:00:00,20.15,0,11.3,Windy,20.23,0.19,15.99,0.77,rain,1014.19,90
2017-12-06 19:00:00,19.15,0,8.21,Partly Cloudy,19.26,0.44,15.99,0.82,rain,1014.67,90
2017-12-06 20:00:00,19.07,0,7.67,Partly Cloudy,19.1,0.44,15.36,0.79,rain,1021.13,84
2017-12-06 21:00:00,19.15,0,9.3,Mostly Cloudy,19.26,0.75,15.99,0.82,rain,1015.53,80
2017-12-06 22:00:00,19.15,0,9.8,Overcast,19.26,1.0,15.99,0.82,rain,1015.73,80
2017-12-06 23:00:00,18.72,0,8.26,Windy and Overcast,18.74,1.0,15.27,0.8,rain,1021.25,81
2017-12-07 00:00:00,19.15,0,10.3,Overcast,19.15,1.0,14.99,0.77,rain,1015.53,80
2017-12-07 01:00:00,19.15,0,9.3,Overcast,19.15,1.0,14.99,0.77,rain,1015.22,80
2017-12-07 02:00:00,17.79,0,7.05,Mostly Cloudy,17.81,0.75,14.97,0.84,rain,1020.17,77
2017-12-07 03:00:00,18.15,0,7.2,Mostly Cloudy,18.16,0.75,14.99,0.82,rain,1014.65,80
2017-12-07 04:00:00,18.15,0,7.2,Partly Cloudy,18.16,0.44,14.99,0.82,rain,1014.55,71
2017-12-07 05:00:00,16.77,0,3.86,Clear,16.77,0.19,14.38,0.86,rain,1019.52,68
2017-12-07 06:00:00,18.15,0,5.7,Mostly Cloudy,18.29,0.61,16.0,0.87,rain,1014.84,71
2017-12-07 07:00:00,19.15,1,6.7,Mostly Cloudy,19.26,0.62,15.99,0.82,rain,1015.12,80
2017-12-07 08:00:00,20.83,3,5.0,Clear,20.86,0.19,15.69,0.72,rain,1019.45,79
2017-12-07 09:00:00,20.15,5,8.8,Clear,20.23,0.19,15.99,0.77,rain,1015.52,71
2017-12-07 10:00:00,21.16,8,9.3,Clear,21.22,0.19,15.99,0.72,rain,1015.47,80
2017-12-07 11:00:00,23.41,7,7.94,Partly Cloudy,23.46,0.59,16.03,0.63,rain,1018.28,82
2017-12-07 12:00:00,22.16,8,11.8,Windy and Partly Cloudy,22.32,0.57,16.99,0.73,rain,1014.85,90
2017-12-07 13:00:00,22.16,8,13.4,Windy and Partly Cloudy,22.32,0.56,16.99,0.73,rain,1014.38,80
2017-12-07 14:00:00,23.89,7,11.32,Windy and Partly Cloudy,24.0,0.55,16.61,0.64,rain,1016.95,84
2017-12-07 15:00:00,22.16,5,13.4,Windy and Partly Cloudy,22.44,0.55,17.99,0.77,rain,1013.68,90
2017-12-07 16:00:00,21.16,3,13.4,Windy and Partly Cloudy,21.34,0.56,16.99,0.77,rain,1013.61,90
2017-12-07 17:00:00,21.99,2,11.14,Windy and Partly Cloudy,22.04,0.57,15.97,0.69,rain,1015.02,80
2017-12-07 18:00:00,20.15,0,12.9,Windy,20.23,0.19,15.99,0.77,rain,1014.12,80
2017-12-07 19:00:00,19.15,0,10.8,Clear,19.26,0.19,15.99,0.82,rain,1014.6,80
2017-12-07 20:00:00,18.75,0,6.25,Partly Cloudy,18.79,0.59,15.37,0.81,rain,1015.55,76
2017-12-07 21:00:00,18.15,0,9.3,Partly Cloudy,18.16,0.59,14.99,0.82,rain,1015.46,80
2017-12-07 22:00:00,18.15,0,7.7,Partly Cloudy,18.16,0.59,14.99,0.82,rain,1015.66,80
2017-12-07 23:00:00,17.86,0,4.43,Partly Cloudy,17.86,0.58,14.6,0.81,rain,1016.24,73
2017-12-08 00:00:00,17.14,0,7.2,Partly Cloudy,17.19,0.57,14.99,0.87,rain,1015.47,80
2017-12-08 01:00:00,17.14,0,6.7,Partly Cloudy,17.19,0.56,14.99,0.87,rain,1015.16,71
2017-12-08 02:00:00,16.21,0,3.5,Partly Cloudy,16.21,0.56,13.8,0.86,rain,1015.33,68
2017-12-08 03:00:00,17.14,0,5.09,Partly Cloudy,17.19,0.57,14.99,0.87,rain,1014.59,71
2017-12-08 04:00:00,17.14,0,4.6,Partly Cloudy,17.19,0.58,14.99,0.87,rain,1014.49,71
2017-12-08 05:00:00,14.68,0,3.04,Mostly Cloudy,14.68,0.6,12.66,0.88,rain,1014.75,49
2017-12-08 06:00:00,17.14,0,5.09,Clear,17.19,0.0,14.99,0.87,rain,1014.78,60
2017-12-08 07:00:00,18.15,1,5.7,Clear,18.16,0.19,14.99,0.82,rain,1015.06,41
2017-12-08 08:00:00,20.8,3,4.03,Clear,20.84,0.19,15.81,0.73,rain,1014.56,60
2017-12-08 09:00:00,20.15,4,6.2,Mostly Cloudy,20.23,0.62,15.99,0.77,rain,1015.45,50
2017-12-08 10:00:00,21.16,6,6.7,Mostly Cloudy,21.22,0.61,15.99,0.72,rain,1015.41,60
2017-12-08 11:00:00,25.21,7,5.08,Partly Cloudy,25.29,0.59,16.25,0.58,rain,1012.64,70
2017-12-08 12:00:00,23.14,8,5.7,Partly Cloudy,23.19,0.57,15.99,0.64,rain,1014.79,90
2017-12-08 13:00:00,24.14,8,6.7,Partly Cloudy,24.29,0.56,16.98,0.64,rain,1014.33,71
2017-12-08 14:00:00,25.1,7,5.22,Partly Cloudy,25.16,0.55,15.99,0.57,rain,1010.45,99
2017-12-08 15:00:00,23.14,5,5.09,Partly Cloudy,23.29,0.55,16.99,0.68,rain,1013.62,90
2017-12-08 16:00:00,22.16,3,5.7,Partly Cloudy,22.21,0.56,15.99,0.68,rain,1013.54,80
2017-12-08 17:00:00,24.16,2,3.34,Partly Cloudy,24.18,0.57,15.77,0.6,rain,1008.32,97
2017-12-08 18:00:00,20.15,0,4.1,Partly Cloudy,20.23,0.58,15.99,0.77,rain,1014.06,80
2017-12-08 19:00:00,19.15,0,3.6,Partly Cloudy,19.26,0.59,15.99,0.82,rain,1014.53,80
2017-12-08 20:00:00,19.02,0,0.73,Partly Cloudy,19.02,0.59,15.03,0.78,rain,1009.22,149
2017-12-08 21:00:00,17.14,0,2.1,Partly Cloudy,17.19,0.59,14.99,0.87,rain,1015.4,71
2017-12-08 22:00:00,16.15,0,1.12,Partly Cloudy,16.24,0.59,15.0,0.93,rain,1015.6,157
2017-12-08 23:00:00,15.84,0,1.39,Partly Cloudy,15.84,0.58,14.12,0.9,rain,1008.96,241
2017-12-09 00:00:00,17.14,0,2.6,Partly Cloudy,17.19,0.57,14.99,0.87,rain,1015.4,251
2017-12-09 01:00:00,19.15,0,10.3,Windy and Partly Cloudy,19.26,0.56,15.99,0.82,rain,1015.1,240
2017-12-09 02:00:00,18.18,0,10.43,Dangerously Windy and Mostly Cloudy,18.2,0.75,15.07,0.82,rain,1009.06,238
2017-12-09 03:00:00,18.15,0,16.5,Dangerously Windy and Mostly Cloudy,18.29,0.75,16.0,0.87,rain,1014.53,240
2017-12-09 04:00:00,18.15,0,13.9,Dangerously Windy and Partly Cloudy,18.29,0.44,16.0,0.87,rain,1014.43,251
2017-12-09 05:00:00,18.81,0,12.32,Dangerously Windy,18.81,0.19,14.79,0.78,rain,1009.79,238
2017-12-09 06:00:00,19.15,0,14.4,Dangerously Windy,19.15,0.19,14.99,0.77,rain,1014.71,240
2017-12-09 07:00:00,20.15,1,18.49,Dangerously Windy,20.15,0.19,14.99,0.72,rain,1014.99,240
2017-12-09 08:00:00,22.68,3,16.51,Dangerously Windy and Partly Cloudy,22.68,0.44,15.48,0.64,rain,1012.02,232
2017-12-09 09:00:00,22.16,5,18.0,Dangerously Windy and Partly Cloudy,22.32,0.44,16.99,0.73,rain,1015.39,230
2017-12-09 10:00:00,22.16,7,15.4,Dangerously Windy and Partly Cloudy,22.32,0.44,16.99,0.73,rain,1015.35,230
2017-12-09 11:00:00,21.94,6,9.62,Windy and Mostly Cloudy,21.98,0.75,15.89,0.69,rain,1015.9,227
2017-12-09 12:00:00,22.16,7,13.4,Windy and Mostly Cloudy,22.32,0.75,16.99,0.73,rain,1014.73,230
2017-12-09 13:00:00,23.14,6,9.8,Windy and Mostly Cloudy,23.29,0.75,16.99,0.68,rain,1014.27,230
2017-12-09 14:00:00,22.53,6,8.19,Mostly Cloudy,22.53,0.75,14.75,0.62,rain,1017.38,211
2017-12-09 15:00:00,21.16,4,8.8,Overcast,21.22,1.0,15.99,0.72,rain,1013.55,230
2017-12-09 16:00:00,21.16,3,5.7,Overcast,21.16,1.0,14.99,0.68,rain,1013.48,210
2017-12-09 17:00:00,20.23,1,5.45,Overcast,20.23,1.0,14.04,0.68,rain,1018.91,189
2017-12-09 18:00:00,19.15,0,5.7,Mostly Cloudy,19.15,0.75,13.99,0.72,rain,1013.99,191
2017-12-09 19:00:00,18.15,0,4.6,Mostly Cloudy,18.15,0.75,13.0,0.72,rain,1014.47,200
2017-12-09 20:00:00,17.49,0,3.46,Mostly Cloudy,17.49,0.75,11.94,0.7,rain,1021.0,176
2017-12-09 21:00:00,17.14,0,2.6,Mostly Cloudy,17.14,0.75,11.99,0.72,rain,1015.33,191
2017-12-09 22:00:00,17.09,0,2.6,Mostly Cloudy,17.09,0.75,11.99,0.72,rain,1015.54,191
2017-12-09 23:00:00,16.93,0,2.92,Partly Cloudy,16.93,0.58,11.36,0.7,rain,1022.31,160
2017-12-10 00:00:00,14.15,0,1.5,Partly Cloudy,14.15,0.44,9.99,0.76,rain,1015.34,200
2017-12-10 01:00:00,16.15,0,2.6,Partly Cloudy,16.15,0.44,9.99,0.67,rain,1015.04,191
2017-12-10 02:00:00,15.74,0,2.16,Mostly Cloudy,15.74,0.88,9.23,0.65,rain,1021.46,217
2017-12-10 03:00:00,16.15,0,2.6,Partly Cloudy,16.15,0.57,9.99,0.67,rain,1014.47,170
2017-12-10 04:00:00,14.15,0,1.5,Partly Cloudy,14.15,0.58,10.99,0.81,rain,1014.37,200
2017-12-10 05:00:00,15.3,0,1.51,Mostly Cloudy,15.3,0.88,10.46,0.73,rain,1022.13,165
2017-12-10 06:00:00,15.15,0,2.1,Mostly Cloudy,15.15,0.61,11.99,0.81,rain,1014.65,170
2017-12-10 07:00:00,17.14,1,1.5,Clear,17.14,0.19,10.99,0.67,rain,1014.93,161
2017-12-10 08:00:00,17.01,3,2.45,Partly Cloudy,17.01,0.44,9.28,0.6,rain,1023.01,150
2017-12-10 09:00:00,18.15,4,2.1,Mostly Cloudy,18.15,0.75,9.0,0.55,rain,1015.33,131
2017-12-10 10:00:00,19.15,5,4.6,Mostly Cloudy,19.15,0.75,9.0,0.52,rain,1015.29,120
2017-12-10 11:00:00,19.77,6,3.47,Mostly Cloudy,19.77,0.75,8.59,0.49,rain,1021.92,128
2017-12-10 12:00:00,21.16,7,4.6,Mostly Cloudy,21.16,0.75,8.99,0.46,rain,1014.67,120
2017-12-10 13:00:00,21.16,8,5.7,Partly Cloudy,21.16,0.44,8.99,0.46,rain,1014.21,131
2017-12-10 14:00:00,20.48,7,5.63,Partly Cloudy,20.48,0.44,8.61,0.46,rain,1020.39,128
2017-12-10 15:00:00,19.77,6,6.22,Clear,19.77,0.19,9.09,0.5,rain,1021.28,122
2017-12-10 16:00:00,20.15,4,5.7,Partly Cloudy,20.15,0.44,9.99,0.52,rain,1013.42,150
2017-12-10 17:00:00,19.51,2,6.04,Partly Cloudy,19.51,0.44,8.72,0.5,rain,1019.42,133
2017-12-10 18:00:00,17.14,0,6.7,Partly Cloudy,17.14,0.44,9.99,0.63,rain,1013.93,140
2017-12-10 19:00:00,17.14,0,3.6,Partly Cloudy,17.14,0.44,9.99,0.63,rain,1014.4,140
2017-12-10 20:00:00,15.52,0,2.83,Partly Cloudy,15.52,0.44,10.02,0.7,rain,1020.21,114
2017-12-10 21:00:00,16.15,0,2.1,Mostly Cloudy,16.15,0.75,9.99,0.67,rain,1015.27,131
2017-12-10 22:00:00,16.09,0,2.1,Mostly Cloudy,16.09,0.75,9.99,0.67,rain,1015.48,131
2017-12-10 23:00:00,16.12,0,3.75,Mostly Cloudy,16.12,0.75,9.77,0.66,rain,1020.09,104
2017-12-11 00:00:00,16.15,0,1.0,Overcast,16.15,1.0,10.99,0.72,rain,1015.28,150
2017-12-11 01:00:00,16.15,0,1.0,Overcast,16.15,1.0,10.99,0.72,rain,1014.98,170
2017-12-11 02:00:00,14.49,0,1.47,Overcast,14.49,1.0,9.91,0.74,rain,1018.06,116
2017-12-11 03:00:00,15.15,0,1.5,Partly Cloudy,15.15,0.44,9.99,0.71,rain,1014.41,150
2017-12-11 04:00:00,13.15,0,1.5,Clear,13.15,0.19,10.99,0.87,rain,1014.3,161
2017-12-11 05:00:00,9.89,0,0.56,Mostly Cloudy,9.89,0.6,7.31,0.84,rain,1017.66,233
2017-12-11 06:00:00,11.14,0,1.5,Mostly Cloudy,11.14,0.61,9.01,0.87,rain,1014.58,240
2017-12-11 07:00:00,16.15,1,1.5,Mostly Cloudy,16.15,0.62,10.99,0.72,rain,1014.87,161
2017-12-11 08:00:00,18.67,3,1.61,Clear,18.67,0.19,9.34,0.55,rain,1017.83,137
2017-12-11 09:00:00,20.15,5,2.6,Partly Cloudy,20.15,0.44,9.99,0.52,rain,1015.27,71
2017-12-11 10:00:00,21.16,7,4.6,Partly Cloudy,21.16,0.44,9.99,0.49,rain,1015.23,71
2017-12-11 11:00:00,21.48,8,3.95,Partly Cloudy,21.48,0.44,10.08,0.48,rain,1016.38,96
2017-12-11 12:00:00,21.16,9,4.6,Partly Cloudy,21.16,0.44,9.99,0.49,rain,1014.61,131
2017-12-11 13:00:00,22.16,8,4.6,Partly Cloudy,22.16,0.44,9.98,0.46,rain,1014.15,90
2017-12-11 14:00:00,22.16,9,5.29,Clear,22.16,0.19,10.73,0.48,rain,1014.83,117
2017-12-11 15:00:00,21.16,6,5.7,Clear,21.16,0.19,10.99,0.52,rain,1013.43,120
2017-12-11 16:00:00,22.16,4,5.7,Clear,22.16,0.19,11.99,0.53,rain,1013.36,131
2017-12-11 17:00:00,20.27,2,5.23,Clear,20.27,0.19,11.79,0.58,rain,1014.39,123
2017-12-11 18:00:00,19.15,0,4.1,Clear,19.15,0.19,10.99,0.59,rain,1013.86,120
2017-12-11 19:00:00,18.15,0,3.1,Clear,18.15,0.19,10.99,0.63,rain,1014.34,110
2017-12-11 20:00:00,16.15,0,1.5,Partly Cloudy,16.15,0.59,10.99,0.72,rain,1014.82,120
2017-12-11 21:00:00,15.15,0,1.5,Partly Cloudy,15.15,0.59,10.99,0.76,rain,1015.21,140
