datetime,temperature,uvIndex,windSpeed,summary,apparentTemperature,cloudCover,dewPoint,humidity,precipType,pressure,windBearing
2017-03-06 00:00:00,15.97,0,0.0,Partly Cloudy,16.15,0.43,15.43,0.97,rain,,
2017-03-06 01:00:00,15.76,0,0.0,Partly Cloudy,15.88,0.43,15.06,0.96,rain,,
2017-03-06 02:00:00,15.32,0,0.29,Partly Cloudy,15.37,0.43,14.46,0.95,rain,,180.0
2017-03-06 03:00:00,14.95,0,0.0,Partly Cloudy,15.06,0.43,14.64,0.98,rain,,180.0
2017-03-06 04:00:00,14.91,0,0.42,Partly Cloudy,14.99,0.43,14.5,0.97,rain,,155.0
2017-03-06 05:00:00,15.88,0,0.47,Partly Cloudy,16.04,0.44,15.31,0.96,rain,,123.0
2017-03-06 06:00:00,15.87,0,0.34,Partly Cloudy,16.01,0.44,15.17,0.96,rain,,190.0
2017-03-06 07:00:00,16.56,0,0.66,Clear,16.63,0.0,14.99,0.91,rain,,129.0
2017-03-06 08:00:00,17.94,1,1.62,Mostly Cloudy,17.96,0.88,15.03,0.83,rain,,107.0
2017-03-06 09:00:00,19.38,4,1.14,Partly Cloudy,19.48,0.49,15.94,0.81,rain,,86.0
2017-03-06 10:00:00,20.36,6,1.73,Partly Cloudy,20.47,0.51,16.29,0.77,rain,,59.0
2017-03-06 11:00:00,22.74,9,1.91,Clear,22.84,0.17,16.54,0.68,rain,,94.0
2017-03-06 12:00:00,24.4,10,1.01,Clear,24.59,0.19,17.42,0.65,rain,,72.0
2017-03-06 13:00:00,25.71,8,1.25,Partly Cloudy,25.85,0.44,16.81,0.58,rain,,67.0
2017-03-06 14:00:00,26.28,7,1.46,Partly Cloudy,26.28,0.45,15.1,0.5,rain,,75.0
2017-03-06 15:00:00,26.41,5,1.08,Partly Cloudy,26.41,0.44,14.61,0.48,rain,,69.0
2017-03-06 16:00:00,26.13,3,1.27,Partly Cloudy,26.13,0.44,14.49,0.49,rain,,113.0
2017-03-06 17:00:00,25.91,1,1.43,Partly Cloudy,25.91,0.4,13.26,0.46,rain,,102.0
2017-03-06 18:00:00,24.66,0,0.69,Partly Cloudy,24.66,0.44,14.57,0.53,rain,,70.0
2017-03-06 19:00:00,22.12,0,0.21,Clear,22.12,0.19,14.61,0.62,rain,,110.0
2017-03-06 20:00:00,21.02,0,0.38,Clear,21.02,0.2,14.32,0.66,rain,,121.0
2017-03-06 21:00:00,20.19,0,0.29,Partly Cloudy,20.19,0.44,14.53,0.7,rain,,142.0
2017-03-06 22:00:00,19.26,0,0.28,Partly Cloudy,19.26,0.43,14.37,0.73,rain,,111.0
2017-03-06 23:00:00,18.63,0,0.3,Partly Cloudy,18.63,0.43,13.83,0.74,rain,,79.0
2017-03-07 00:00:00,17.86,0,0.0,Partly Cloudy,17.86,0.43,14.28,0.8,rain,,79.0
2017-03-07 01:00:00,17.37,0,0.0,Partly Cloudy,17.37,0.43,14.5,0.83,rain,,79.0
2017-03-07 02:00:00,16.26,0,0.05,Clear,16.26,0.13,14.12,0.87,rain,,90.0
2017-03-07 03:00:00,15.57,0,0.0,Partly Cloudy,15.61,0.43,14.45,0.93,rain,,90.0
2017-03-07 04:00:00,15.62,0,0.0,Partly Cloudy,15.66,0.43,14.43,0.93,rain,,90.0
2017-03-07 05:00:00,15.78,0,0.0,Clear,15.82,0.0,14.51,0.92,rain,,90.0
2017-03-07 06:00:00,15.16,0,0.0,Clear,15.22,0.0,14.44,0.95,rain,,90.0
2017-03-07 07:00:00,15.17,0,0.0,Clear,15.32,0.0,14.97,0.99,rain,,90.0
2017-03-07 08:00:00,18.14,2,0.24,Partly Cloudy,18.3,0.25,16.06,0.88,rain,,57.0
2017-03-07 09:00:00,20.82,4,0.2,Clear,21.04,0.19,17.23,0.8,rain,,78.0
2017-03-07 10:00:00,22.78,6,0.55,Partly Cloudy,22.83,0.44,16.06,0.66,rain,,41.0
2017-03-07 11:00:00,24.46,8,0.99,Partly Cloudy,24.46,0.37,12.96,0.49,rain,,77.0
2017-03-07 12:00:00,25.25,8,1.52,Partly Cloudy,25.25,0.44,13.1,0.47,rain,,113.0
2017-03-07 13:00:00,26.08,8,1.18,Partly Cloudy,26.08,0.44,12.56,0.43,rain,,123.0
2017-03-07 14:00:00,26.13,7,2.09,Partly Cloudy,26.13,0.45,11.38,0.4,rain,,128.0
2017-03-07 15:00:00,26.94,5,1.62,Partly Cloudy,26.94,0.44,12.39,0.41,rain,,90.0
2017-03-07 16:00:00,26.82,3,1.27,Partly Cloudy,26.82,0.44,11.86,0.39,rain,,115.0
2017-03-07 17:00:00,25.97,1,2.03,Partly Cloudy,25.97,0.45,10.19,0.37,rain,,96.0
2017-03-07 18:00:00,24.83,0,1.57,Clear,24.83,0.19,10.76,0.41,rain,,104.0
2017-03-07 19:00:00,22.8,0,0.65,Clear,22.8,0.19,10.46,0.46,rain,,107.0
