datetime,temperature,uvIndex,windSpeed,summary,apparentTemperature,cloudCover,dewPoint,humidity,precipType,pressure,windBearing
2018-03-06 00:00:00,22.76,0,3.6,Overcast,23.3,1.0,19.99,0.84,rain,1015.8,191
2018-03-06 01:00:00,22.76,0,3.6,Overcast,23.3,1.0,19.99,0.84,rain,1015.46,191
2018-03-06 02:00:00,23.51,0,0.79,Overcast,23.99,1.0,19.77,0.8,rain,1013.2,220
2018-03-06 03:00:00,23.75,0,1.5,Overcast,24.26,1.0,19.99,0.8,rain,1014.84,200
2018-03-06 04:00:00,23.75,0,0.55,Overcast,24.26,1.0,19.99,0.8,rain,1014.76,84
2018-03-06 05:00:00,22.69,0,1.84,Overcast,23.27,1.0,20.33,0.87,rain,1012.54,209
2018-03-06 06:00:00,22.76,0,3.1,Foggy,23.3,1.0,19.99,0.84,rain,1015.16,200
2018-03-06 07:00:00,22.76,0,3.6,Mostly Cloudy,23.3,0.75,19.99,0.84,rain,1015.52,200
2018-03-06 08:00:00,24.15,2,1.7,Mostly Cloudy,24.78,0.75,20.98,0.83,rain,1013.02,212
2018-03-06 09:00:00,25.75,3,2.1,Mostly Cloudy,26.34,0.75,20.99,0.75,rain,1015.97,170
2018-03-06 10:00:00,24.75,4,2.6,Overcast,25.36,1.0,21.0,0.8,rain,1015.88,140
2018-03-06 11:00:00,26.92,4,2.27,Overcast,28.91,1.0,21.51,0.72,rain,1012.73,168
2018-03-06 12:00:00,26.76,5,3.6,Overcast,28.52,1.0,20.99,0.71,rain,1015.05,131
2018-03-06 13:00:00,26.64,5,3.6,Overcast,28.36,1.0,20.99,0.71,rain,1014.46,131
2018-03-06 14:00:00,26.22,4,3.88,Overcast,27.97,1.0,21.97,0.78,rain,1011.75,185
2018-03-06 15:00:00,25.75,3,5.7,Overcast,26.34,1.0,20.99,0.75,rain,1013.57,170
2018-03-06 16:00:00,24.75,2,4.6,Overcast,25.36,1.0,21.0,0.8,rain,1013.49,170
2018-03-06 17:00:00,25.09,1,2.77,Overcast,25.71,1.0,21.08,0.78,rain,1012.04,192
2018-03-06 18:00:00,24.75,0,1.5,Overcast,25.36,1.0,21.0,0.8,rain,1014.14,170
2018-03-06 19:00:00,23.75,0,2.1,Overcast,24.39,1.0,21.0,0.85,rain,1014.74,170
2018-03-06 20:00:00,24.09,0,1.76,Overcast,24.7,1.0,20.88,0.82,rain,1013.17,245
2018-03-06 21:00:00,23.75,0,3.1,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1015.81,230
2018-03-06 22:00:00,23.75,0,1.5,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1016.07,311
2018-03-06 23:00:00,23.96,0,0.85,Mostly Cloudy,24.66,0.75,21.47,0.86,rain,1012.03,303
2018-03-07 00:00:00,23.75,0,0.34,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1015.86,72
2018-03-07 01:00:00,23.75,0,0.33,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1015.52,83
2018-03-07 02:00:00,23.68,0,1.29,Mostly Cloudy,24.4,0.75,21.59,0.88,rain,1011.37,47
2018-03-07 03:00:00,23.75,0,1.5,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1014.9,230
2018-03-07 04:00:00,23.75,0,4.6,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1014.82,191
2018-03-07 05:00:00,23.51,0,1.61,Mostly Cloudy,24.24,0.75,21.54,0.89,rain,1011.95,205
2018-03-07 06:00:00,23.75,0,1.5,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1015.23,210
2018-03-07 07:00:00,23.75,0,2.1,Mostly Cloudy,24.39,0.75,21.0,0.85,rain,1015.58,200
2018-03-07 08:00:00,24.51,1,1.5,Overcast,25.21,1.0,21.62,0.84,rain,1011.18,290
2018-03-07 09:00:00,24.75,3,3.6,Overcast,25.36,1.0,21.0,0.8,rain,1016.03,251
2018-03-07 10:00:00,25.75,4,2.1,Overcast,26.34,1.0,20.99,0.75,rain,1015.94,191
2018-03-07 11:00:00,26.83,6,0.92,Mostly Cloudy,28.88,0.75,21.77,0.74,rain,1010.54,29
2018-03-07 12:00:00,26.76,7,2.1,Partly Cloudy,28.52,0.56,20.99,0.71,rain,1015.1,350
2018-03-07 13:00:00,27.74,7,4.6,Partly Cloudy,30.3,0.56,21.99,0.71,rain,1014.52,350
2018-03-07 14:00:00,29.87,5,1.6,Humid and Mostly Cloudy,34.26,0.75,23.3,0.68,rain,1007.41,42
2018-03-07 15:00:00,25.75,4,3.1,Partly Cloudy,26.47,0.59,22.0,0.8,rain,1013.63,71
2018-03-07 16:00:00,25.75,2,4.6,Mostly Cloudy,26.47,0.61,22.0,0.8,rain,1013.55,50
2018-03-07 17:00:00,26.53,1,2.59,Humid and Overcast,28.62,1.0,22.47,0.78,rain,1005.97,58
2018-03-07 18:00:00,25.75,0,2.1,Clear,26.47,0.0,22.0,0.8,rain,1014.21,60
2018-03-07 19:00:00,25.75,0,3.1,Mostly Cloudy,26.47,0.68,22.0,0.8,rain,1014.8,11
2018-03-07 20:00:00,24.98,0,1.86,Partly Cloudy,25.72,0.5,22.04,0.84,rain,1006.95,6
2018-03-07 21:00:00,24.75,0,0.35,Clear,25.49,0.0,22.0,0.85,rain,1015.87,11
2018-03-07 22:00:00,24.75,0,2.1,Clear,25.49,0.0,22.0,0.85,rain,1016.13,240
2018-03-07 23:00:00,25.27,0,3.7,Humid,26.08,0.19,22.59,0.85,rain,1008.4,228
2018-03-08 00:00:00,25.75,0,8.8,Breezy and Mostly Cloudy,26.34,0.75,20.99,0.75,rain,1015.92,191
2018-03-08 01:00:00,23.75,0,6.7,Mostly Cloudy,24.13,0.75,18.99,0.75,rain,1015.58,200
2018-03-08 02:00:00,23.7,0,1.39,Partly Cloudy,24.02,0.44,18.47,0.73,rain,1008.57,232
2018-03-08 03:00:00,23.75,0,3.1,Partly Cloudy,24.01,0.44,17.99,0.7,rain,1014.96,251
2018-03-08 04:00:00,23.75,0,4.1,Mostly Cloudy,23.9,0.6,16.99,0.66,rain,1014.88,260
2018-03-08 05:00:00,23.61,0,1.55,Mostly Cloudy,23.81,0.6,17.38,0.68,rain,1005.63,275
2018-03-08 06:00:00,22.76,0,1.5,Mostly Cloudy,22.92,0.6,16.99,0.7,rain,1015.29,191
2018-03-08 07:00:00,23.75,0,1.5,Mostly Cloudy,24.01,0.6,17.99,0.7,rain,1015.64,191
2018-03-08 08:00:00,24.75,2,1.5,Mostly Cloudy,25.04,0.88,18.33,0.68,rain,1007.69,233
2018-03-08 09:00:00,24.75,4,1.5,Clear,25.12,0.19,18.99,0.7,rain,1016.09,210
2018-03-08 10:00:00,25.75,5,5.7,Mostly Cloudy,26.12,0.75,18.99,0.66,rain,1016.0,200
2018-03-08 11:00:00,26.02,5,3.09,Mostly Cloudy,26.44,0.75,19.54,0.68,rain,1007.94,225
2018-03-08 12:00:00,26.76,6,4.6,Mostly Cloudy,27.95,0.75,18.99,0.62,rain,1015.16,180
2018-03-08 13:00:00,26.12,8,2.76,Clear,27.58,0.19,20.84,0.73,rain,1014.57,211
2018-03-08 14:00:00,25.82,6,3.62,Partly Cloudy,26.35,0.44,20.52,0.73,rain,1006.8,198
2018-03-08 15:00:00,26.12,4,4.39,Partly Cloudy,27.63,0.44,21.12,0.74,rain,1013.69,219
2018-03-08 16:00:00,26.12,2,4.22,Mostly Cloudy,26.65,0.75,20.55,0.71,rain,1013.61,217
2018-03-08 17:00:00,25.93,1,5.11,Mostly Cloudy,26.47,0.75,20.59,0.72,rain,1007.11,205
2018-03-08 18:00:00,24.74,0,4.78,Mostly Cloudy,25.31,0.75,20.65,0.78,rain,1014.27,210
2018-03-08 19:00:00,21.72,0,4.07,Overcast,22.12,1.0,18.77,0.83,rain,1014.86,219
2018-03-08 20:00:00,20.88,0,3.1,Overcast,21.26,1.0,18.33,0.85,rain,1009.91,251
2018-03-08 21:00:00,20.33,0,1.25,Partly Cloudy,20.63,0.44,17.65,0.85,rain,1015.93,275
2018-03-08 22:00:00,20.33,0,1.63,Mostly Cloudy,20.63,0.75,17.65,0.85,rain,1016.19,261
2018-03-08 23:00:00,20.62,0,3.04,Mostly Cloudy,20.87,0.75,17.36,0.82,rain,1010.14,234
2018-03-09 00:00:00,19.94,0,2.16,Mostly Cloudy,20.14,0.75,16.84,0.82,rain,1015.98,229
2018-03-09 01:00:00,20.82,0,1.96,Clear,20.88,0.19,15.94,0.74,rain,1015.63,230
2018-03-09 02:00:00,20.66,0,2.45,Mostly Cloudy,20.66,0.75,15.32,0.71,rain,1010.7,237
2018-03-09 03:00:00,20.82,0,1.83,Mostly Cloudy,20.83,0.75,15.52,0.72,rain,1015.02,241
2018-03-09 04:00:00,20.82,0,2.23,Mostly Cloudy,20.82,0.75,14.33,0.66,rain,1014.94,232
2018-03-09 05:00:00,19.69,0,2.16,Clear,19.69,0.19,14.02,0.7,rain,1012.01,240
2018-03-09 06:00:00,19.92,0,1.64,Mostly Cloudy,19.92,0.6,14.33,0.7,rain,1015.35,253
2018-03-09 07:00:00,21.12,0,2.28,Mostly Cloudy,21.12,0.6,13.24,0.61,rain,1015.7,247
2018-03-09 08:00:00,22.72,2,2.0,Clear,22.72,0.19,13.22,0.55,rain,1013.2,245
2018-03-09 09:00:00,23.96,4,3.94,Partly Cloudy,23.96,0.44,12.63,0.49,rain,1016.14,213
2018-03-09 10:00:00,24.64,5,4.04,Partly Cloudy,24.64,0.44,12.89,0.48,rain,1016.06,215
2018-03-09 11:00:00,25.18,8,6.23,Partly Cloudy,25.18,0.25,14.08,0.5,rain,1013.61,190
2018-03-09 12:00:00,25.28,7,5.89,Partly Cloudy,25.28,0.56,14.69,0.52,rain,1013.41,209
2018-03-09 13:00:00,26.02,8,5.0,Clear,26.04,0.19,15.49,0.52,rain,1014.63,177
2018-03-09 14:00:00,26.09,7,5.32,Clear,26.09,0.19,15.23,0.51,rain,1012.74,188
2018-03-09 15:00:00,25.75,4,7.2,Clear,25.75,0.19,13.98,0.48,rain,1013.75,161
2018-03-09 16:00:00,25.75,2,5.7,Clear,25.82,0.19,15.98,0.55,rain,1013.67,161
2018-03-09 17:00:00,23.32,1,4.12,Partly Cloudy,23.41,0.44,16.46,0.65,rain,1012.44,159
2018-03-09 18:00:00,22.76,0,4.1,Mostly Cloudy,22.81,0.75,15.99,0.66,rain,1014.33,140
2018-03-09 19:00:00,22.76,0,2.6,Mostly Cloudy,22.81,0.75,15.99,0.66,rain,1014.92,140
2018-03-09 20:00:00,22.66,0,1.84,Mostly Cloudy,22.67,0.75,15.66,0.65,rain,1014.41,171
2018-03-09 21:00:00,22.76,0,1.5,Mostly Cloudy,22.76,0.75,14.99,0.62,rain,1015.99,150
2018-03-09 22:00:00,21.76,0,1.5,Partly Cloudy,21.93,0.44,16.99,0.74,rain,1016.25,150
2018-03-09 23:00:00,20.46,0,1.31,Mostly Cloudy,20.78,0.75,17.86,0.85,rain,1015.34,92
2018-03-10 00:00:00,20.76,0,1.5,Mostly Cloudy,21.09,0.75,17.99,0.84,rain,1016.04,80
2018-03-10 01:00:00,20.76,0,1.5,Mostly Cloudy,21.09,0.75,17.99,0.84,rain,1015.69,80
2018-03-10 02:00:00,19.92,0,1.52,Mostly Cloudy,20.28,0.75,18.0,0.89,rain,1014.29,66
2018-03-10 03:00:00,19.76,0,2.6,Partly Cloudy,19.98,0.44,16.99,0.84,rain,1015.08,11
2018-03-10 04:00:00,19.76,0,2.1,Clear,19.98,0.19,16.99,0.84,rain,1015.0,350
2018-03-10 05:00:00,19.18,0,0.67,Clear,19.45,0.19,17.13,0.88,rain,1013.33,24
2018-03-10 06:00:00,17.75,0,2.6,Clear,17.77,0.19,14.99,0.84,rain,1015.41,30
2018-03-10 07:00:00,18.76,0,2.1,Mostly Cloudy,18.88,0.6,15.99,0.84,rain,1015.76,350
2018-03-10 08:00:00,22.58,2,1.96,Partly Cloudy,22.77,0.59,17.26,0.72,rain,1012.81,31
2018-03-10 09:00:00,24.75,3,7.2,Breezy and Partly Cloudy,24.8,0.58,15.99,0.58,rain,1016.2,20
