date,power,,date,energy,,,,
01-03-18 0:00,113939.15,113.93915,01-03-18,0,0,113.93915,0,113.93915
01-03-18 0:15,76533.086,76.533086,01-03-18,0,0,76.533086,0,76.533086
01-03-18 0:30,71589.54,71.58954,01-03-18,0,0,71.58954,0,71.58954
01-03-18 0:45,88203.71,88.20371,01-03-18,0,0,88.20371,0,88.20371
01-03-18 1:00,74624.05,74.62405,01-03-18,0,0,74.62405,0,74.62405
01-03-18 1:15,82696.914,82.696914,01-03-18,0,0,82.696914,0,82.696914
01-03-18 1:30,115651.85,115.65185,01-03-18,0,0,115.65185,0,115.65185
01-03-18 1:45,63530.83,63.53083,01-03-18,0,0,63.53083,0,63.53083
01-03-18 2:00,67629.19,67.62919,01-03-18,0,0,67.62919,0,67.62919
01-03-18 2:15,81959.89,81.95989,01-03-18,0,0,81.95989,0,81.95989
01-03-18 2:30,62654.29,62.65429,01-03-18,0,0,62.65429,0,62.65429
01-03-18 2:45,58382.09,58.38209,01-03-18,0,0,58.38209,0,58.38209
01-03-18 3:00,110700.086,110.700086,01-03-18,0,0,110.700086,0,110.700086
01-03-18 3:15,59972.035,59.972035,01-03-18,0,0,59.972035,0,59.972035
01-03-18 3:30,52112.31,52.11231,01-03-18,0,0,52.11231,0,52.11231
01-03-18 3:45,70477.78,70.47778,01-03-18,0,0,70.47778,0,70.47778
01-03-18 4:00,47706.535,47.706535,01-03-18,0,0,47.706535,0,47.706535
01-03-18 4:15,69319.84,69.31984,01-03-18,0,0,69.31984,0,69.31984
01-03-18 4:30,87258.11,87.25811,01-03-18,0,0,87.25811,0,87.25811
01-03-18 4:45,53693.477,53.693477,01-03-18,0,0,53.693477,0,53.693477
01-03-18 5:00,64493.883,64.493883,01-03-18,0,0,64.493883,0,64.493883
01-03-18 5:15,89796.08,89.79608,01-03-18,0,0,89.79608,0,89.79608
01-03-18 5:30,66091.44,66.09144,01-03-18,0,0,66.09144,0,66.09144
01-03-18 5:45,87861.016,87.861016,01-03-18,0,0,87.861016,0,87.861016
01-03-18 6:00,141321.34,141.32134,01-03-18,0,0,141.32134,0,141.32134
01-03-18 6:15,89754.76,89.75476,01-03-18,0,0,89.75476,0,89.75476
01-03-18 6:30,132942.1,132.9421,01-03-18,18,0.018,132.9241,0.072,132.8521
01-03-18 6:45,174707.81,174.70781,01-03-18,376,0.376,174.33181,1.504,172.82781
01-03-18 7:00,187450.45,187.45045,01-03-18,634,0.634,186.81645,2.536,184.28045
01-03-18 7:15,148816.67,148.81667,01-03-18,1020,1.02,147.79667,4.08,143.71667
01-03-18 7:30,154362.23,154.36223,01-03-18,1237,1.237,153.12523,4.948,148.17723
01-03-18 7:45,166170.34,166.17034,01-03-18,1297,1.297,164.87334,5.188,159.68534
01-03-18 8:00,193200.72,193.20072,01-03-18,2795,2.795,190.40572,11.18,179.22572
01-03-18 8:15,145818.23,145.81823,01-03-18,3024,3.024,142.79423,12.096,130.69823
01-03-18 8:30,187951.56,187.95156,01-03-18,2972,2.972,184.97956,11.888,173.09156
01-03-18 8:45,169184.67,169.18467,01-03-18,4933,4.933,164.25167,19.732,144.51967
01-03-18 9:00,152991.6,152.9916,01-03-18,6733,6.733,146.2586,26.932,119.3266
01-03-18 9:15,166469.8,166.4698,01-03-18,7762,7.762,158.7078,31.048,127.6598
01-03-18 9:30,167250.55,167.25055,01-03-18,7396,7.396,159.85455,29.584,130.27055
01-03-18 9:45,162583.86,162.58386,01-03-18,9289,9.289,153.29486,37.156,116.13886
01-03-18 10:00,150652.8,150.6528,01-03-18,10269,10.269,140.3838,41.076,99.3078
01-03-18 10:15,161091.84,161.09184,01-03-18,12292,12.292,148.79984,49.168,99.63184
01-03-18 10:30,204862.58,204.86258,01-03-18,12704,12.704,192.15858,50.816,141.34258
01-03-18 10:45,167774.22,167.77422,01-03-18,13589,13.589,154.18522,54.356,99.82922
01-03-18 11:00,168554.36,168.55436,01-03-18,17075,17.075,151.47936,68.3,83.17936
01-03-18 11:15,194367.84,194.36784,01-03-18,17118,17.118,177.24984,68.472,108.77784
01-03-18 11:30,258089.08,258.08908,01-03-18,15369,15.369,242.72008,61.476,181.24408
01-03-18 11:45,233320.94,233.32094,01-03-18,15886,15.886,217.43494,63.544,153.89094
01-03-18 12:00,226165.11,226.16511,01-03-18,16599,16.599,209.56611,66.396,143.17011
01-03-18 12:15,196051.06,196.05106,01-03-18,17035,17.035,179.01606,68.14,110.87606
01-03-18 12:30,177408.94,177.40894,01-03-18,17141,17.141,160.26794,68.564,91.70394
01-03-18 12:45,214460.83,214.46083,01-03-18,17229,17.229,197.23183,68.916,128.31583
01-03-18 13:00,167494.97,167.49497,01-03-18,17505,17.505,149.98997,70.02,79.96997
01-03-18 13:15,167096.08,167.09608,01-03-18,17797,17.797,149.29908,71.188,78.11108
01-03-18 13:30,187208.8,187.2088,01-03-18,17884,17.884,169.3248,71.536,97.7888
01-03-18 13:45,192465.27,192.46527,01-03-18,18173,18.173,174.29227,72.692,101.60027
01-03-18 14:00,214905.52,214.90552,01-03-18,18002,18.002,196.90352,72.008,124.89552
01-03-18 14:15,248087.1,248.0871,01-03-18,17943,17.943,230.1441,71.772,158.3721
01-03-18 14:30,206756.38,206.75638,01-03-18,17553,17.553,189.20338,70.212,118.99138
01-03-18 14:45,196114.06,196.11406,01-03-18,18601,18.601,177.51306,74.404,103.10906
01-03-18 15:00,191593.03,191.59303,01-03-18,18373,18.373,173.22003,73.492,99.72803
01-03-18 15:15,180298.2,180.2982,01-03-18,17332,17.332,162.9662,69.328,93.6382
01-03-18 15:30,184816.02,184.81602,01-03-18,17889,17.889,166.92702,71.556,95.37102
01-03-18 15:45,189891.75,189.89175,01-03-18,18157,18.157,171.73475,72.628,99.10675
01-03-18 16:00,173118.03,173.11803,01-03-18,18294,18.294,154.82403,73.176,81.64803
01-03-18 16:15,158986.25,158.98625,01-03-18,17830,17.83,141.15625,71.32,69.83625
01-03-18 16:30,237804.12,237.80412,01-03-18,16497,16.497,221.30712,65.988,155.31912
01-03-18 16:45,193491.27,193.49127,01-03-18,15284,15.284,178.20727,61.136,117.07127
01-03-18 17:00,122318.43,122.31843,01-03-18,14320,14.32,107.99843,57.28,50.71843
01-03-18 17:15,141190.31,141.19031,01-03-18,10636,10.636,130.55431,42.544,88.01031
01-03-18 17:30,215600.48,215.60048,01-03-18,4695,4.695,210.90548,18.78,192.12548
01-03-18 17:45,190459.42,190.45942,01-03-18,1311,1.311,189.14842,5.244,183.90442
01-03-18 18:00,145949.06,145.94906,01-03-18,1109,1.109,144.84006,4.436,140.40406
01-03-18 18:15,200685.06,200.68506,01-03-18,1136,1.136,199.54906,4.544,195.00506
01-03-18 18:30,214088.11,214.08811,01-03-18,682,0.682,213.40611,2.728,210.67811
01-03-18 18:45,131293.83,131.29383,01-03-18,354,0.354,130.93983,1.416,129.52383
01-03-18 19:00,141837.23,141.83723,01-03-18,130,0.13,141.70723,0.52,141.18723
01-03-18 19:15,143006.39,143.00639,01-03-18,0,0,143.00639,0,143.00639
01-03-18 19:30,152862.53,152.86253,01-03-18,0,0,152.86253,0,152.86253
01-03-18 19:45,178104.61,178.10461,01-03-18,0,0,178.10461,0,178.10461
01-03-18 20:00,133026.92,133.02692,01-03-18,0,0,133.02692,0,133.02692
01-03-18 20:15,154978.48,154.97848,01-03-18,0,0,154.97848,0,154.97848
01-03-18 20:30,149666.75,149.66675,01-03-18,0,0,149.66675,0,149.66675
01-03-18 20:45,123184.23,123.18423,01-03-18,0,0,123.18423,0,123.18423
01-03-18 21:00,146123.47,146.12347,01-03-18,0,0,146.12347,0,146.12347
01-03-18 21:15,120035.625,120.035625,01-03-18,0,0,120.035625,0,120.035625
01-03-18 21:30,140640.17,140.64017,01-03-18,0,0,140.64017,0,140.64017
01-03-18 21:45,107829.055,107.829055,01-03-18,0,0,107.829055,0,107.829055
01-03-18 22:00,78544.98,78.54498,01-03-18,0,0,78.54498,0,78.54498
01-03-18 22:15,96002.28,96.00228,01-03-18,0,0,96.00228,0,96.00228
01-03-18 22:30,88478.78,88.47878,01-03-18,0,0,88.47878,0,88.47878
01-03-18 22:45,70024.484,70.024484,01-03-18,0,0,70.024484,0,70.024484
01-03-18 23:00,101568.87,101.56887,01-03-18,0,0,101.56887,0,101.56887
01-03-18 23:15,84262.86,84.26286,01-03-18,0,0,84.26286,0,84.26286
01-03-18 23:30,66064.29,66.06429,01-03-18,0,0,66.06429,0,66.06429
01-03-18 23:45,89815.67,89.81567,01-03-18,0,0,89.81567,0,89.81567
02-03-18 0:00,80068.14,80.06814,02-03-18,0,0,80.06814,0,80.06814
02-03-18 0:15,76959.8,76.9598,02-03-18,0,0,76.9598,0,76.9598
02-03-18 0:30,115917.68,115.91768,02-03-18,0,0,115.91768,0,115.91768
02-03-18 0:45,74251.94,74.25194,02-03-18,0,0,74.25194,0,74.25194
02-03-18 1:00,70474.45,70.47445,02-03-18,0,0,70.47445,0,70.47445
02-03-18 1:15,89210.87,89.21087,02-03-18,0,0,89.21087,0,89.21087
02-03-18 1:30,72672.555,72.672555,02-03-18,0,0,72.672555,0,72.672555
02-03-18 1:45,66804.19,66.80419,02-03-18,0,0,66.80419,0,66.80419
02-03-18 2:00,103354.625,103.354625,02-03-18,0,0,103.354625,0,103.354625
02-03-18 2:15,69599.39,69.59939,02-03-18,0,0,69.59939,0,69.59939
02-03-18 2:30,61427.547,61.427547,02-03-18,0,0,61.427547,0,61.427547
02-03-18 2:45,80546.01,80.54601,02-03-18,0,0,80.54601,0,80.54601
02-03-18 3:00,59479.64,59.47964,02-03-18,0,0,59.47964,0,59.47964
02-03-18 3:15,74521.875,74.521875,02-03-18,0,0,74.521875,0,74.521875
02-03-18 3:30,88722.336,88.722336,02-03-18,0,0,88.722336,0,88.722336
02-03-18 3:45,64338.727,64.338727,02-03-18,0,0,64.338727,0,64.338727
02-03-18 4:00,76133.53,76.13353,02-03-18,0,0,76.13353,0,76.13353
02-03-18 4:15,78505.93,78.50593,02-03-18,0,0,78.50593,0,78.50593
02-03-18 4:30,69430.234,69.430234,02-03-18,0,0,69.430234,0,69.430234
02-03-18 4:45,96233.55,96.23355,02-03-18,0,0,96.23355,0,96.23355
02-03-18 5:00,118617.57,118.61757,02-03-18,0,0,118.61757,0,118.61757
02-03-18 5:15,93496.46,93.49646,02-03-18,0,0,93.49646,0,93.49646
02-03-18 5:30,105516.2,105.5162,02-03-18,0,0,105.5162,0,105.5162
02-03-18 5:45,120250.695,120.250695,02-03-18,0,0,120.250695,0,120.250695
02-03-18 6:00,98550.766,98.550766,02-03-18,0,0,98.550766,0,98.550766
02-03-18 6:15,128453.02,128.45302,02-03-18,0,0,128.45302,0,128.45302
02-03-18 6:30,129277.53,129.27753,02-03-18,0,0,129.27753,0,129.27753
02-03-18 6:45,116396.16,116.39616,02-03-18,164,0.164,116.23216,0.656,115.57616
02-03-18 7:00,166578.94,166.57894,02-03-18,394,0.394,166.18494,1.576,164.60894
02-03-18 7:15,150367.05,150.36705,02-03-18,606,0.606,149.76105,2.424,147.33705
02-03-18 7:30,109035.24,109.03524,02-03-18,782,0.782,108.25324,3.128,105.12524
02-03-18 7:45,140157.7,140.1577,02-03-18,950,0.95,139.2077,3.8,135.4077
02-03-18 8:00,183903.22,183.90322,02-03-18,1311,1.311,182.59222,5.244,177.34822
02-03-18 8:15,228848.77,228.84877,02-03-18,2274,2.274,226.57477,9.096,217.47877
02-03-18 8:30,168371.64,168.37164,02-03-18,3764,3.764,164.60764,15.056,149.55164
02-03-18 8:45,183495.9,183.4959,02-03-18,5484,5.484,178.0119,21.936,156.0759
02-03-18 9:00,199889.55,199.88955,02-03-18,7330,7.33,192.55955,29.32,163.23955
02-03-18 9:15,159246.67,159.24667,02-03-18,9161,9.161,150.08567,36.644,113.44167
02-03-18 9:30,174430.12,174.43012,02-03-18,10940,10.94,163.49012,43.76,119.73012
02-03-18 9:45,150810.88,150.81088,02-03-18,12583,12.583,138.22788,50.332,87.89588
02-03-18 10:00,170204.02,170.20402,02-03-18,14163,14.163,156.04102,56.652,99.38902
02-03-18 10:15,218294.84,218.29484,02-03-18,15517,15.517,202.77784,62.068,140.70984
02-03-18 10:30,215957.72,215.95772,02-03-18,16870,16.87,199.08772,67.48,131.60772
02-03-18 10:45,197796.72,197.79672,02-03-18,17901,17.901,179.89572,71.604,108.29172
02-03-18 11:00,227433.66,227.43366,02-03-18,19111,19.111,208.32266,76.444,131.87866
02-03-18 11:15,221177.45,221.17745,02-03-18,19337,19.337,201.84045,77.348,124.49245
02-03-18 11:30,207301.14,207.30114,02-03-18,20240,20.24,187.06114,80.96,106.10114
02-03-18 11:45,173462.72,173.46272,02-03-18,21090,21.09,152.37272,84.36,68.01272
02-03-18 12:00,199034,199.034,02-03-18,22091,22.091,176.943,88.364,88.579
02-03-18 12:15,235425.47,235.42547,02-03-18,22958,22.958,212.46747,91.832,120.63547
02-03-18 12:30,175864.62,175.86462,02-03-18,22394,22.394,153.47062,89.576,63.89462
02-03-18 12:45,159396.11,159.39611,02-03-18,22807,22.807,136.58911,91.228,45.36111
02-03-18 13:00,206810.7,206.8107,02-03-18,23657,23.657,183.1537,94.628,88.5257
02-03-18 13:15,199282.08,199.28208,02-03-18,24040,24.04,175.24208,96.16,79.08208
02-03-18 13:30,192449.67,192.44967,02-03-18,23923,23.923,168.52667,95.692,72.83467
02-03-18 13:45,197794.44,197.79444,02-03-18,23824,23.824,173.97044,95.296,78.67444
02-03-18 14:00,174175.11,174.17511,02-03-18,23625,23.625,150.55011,94.5,56.05011
02-03-18 14:15,194122.69,194.12269,02-03-18,23200,23.2,170.92269,92.8,78.12269
02-03-18 14:30,230996.83,230.99683,02-03-18,22813,22.813,208.18383,91.252,116.93183
02-03-18 14:45,213152.44,213.15244,02-03-18,22427,22.427,190.72544,89.708,101.01744
02-03-18 15:00,207836.3,207.8363,02-03-18,21985,21.985,185.8513,87.94,97.9113
02-03-18 15:15,181156.17,181.15617,02-03-18,21435,21.435,159.72117,85.74,73.98117
02-03-18 15:30,180278.92,180.27892,02-03-18,20602,20.602,159.67692,82.408,77.26892
02-03-18 15:45,184391.97,184.39197,02-03-18,19552,19.552,164.83997,78.208,86.63197
02-03-18 16:00,213574.36,213.57436,02-03-18,18554,18.554,195.02036,74.216,120.80436
02-03-18 16:15,167497.38,167.49738,02-03-18,17472,17.472,150.02538,69.888,80.13738
02-03-18 16:30,209772.88,209.77288,02-03-18,16233,16.233,193.53988,64.932,128.60788
02-03-18 16:45,150106.78,150.10678,02-03-18,15100,15.1,135.00678,60.4,74.60678
02-03-18 17:00,126657.63,126.65763,02-03-18,13843,13.843,112.81463,55.372,57.44263
02-03-18 17:15,165936.02,165.93602,02-03-18,12268,12.268,153.66802,49.072,104.59602
02-03-18 17:30,160163.33,160.16333,02-03-18,10821,10.821,149.34233,43.284,106.05833
02-03-18 17:45,147959.25,147.95925,02-03-18,9048,9.048,138.91125,36.192,102.71925
02-03-18 18:00,193999.02,193.99902,02-03-18,5275,5.275,188.72402,21.1,167.62402
02-03-18 18:15,195869.23,195.86923,02-03-18,720,0.72,195.14923,2.88,192.26923
02-03-18 18:30,132920.44,132.92044,02-03-18,491,0.491,132.42944,1.964,130.46544
02-03-18 18:45,135558.7,135.5587,02-03-18,286,0.286,135.2727,1.144,134.1287
02-03-18 19:00,139309.25,139.30925,02-03-18,85,0.085,139.22425,0.34,138.88425
02-03-18 19:15,155589.94,155.58994,02-03-18,0,0,155.58994,0,155.58994
02-03-18 19:30,192698.12,192.69812,02-03-18,0,0,192.69812,0,192.69812
02-03-18 19:45,136328.2,136.3282,02-03-18,0,0,136.3282,0,136.3282
02-03-18 20:00,130248.95,130.24895,02-03-18,0,0,130.24895,0,130.24895
02-03-18 20:15,167091.52,167.09152,02-03-18,0,0,167.09152,0,167.09152
02-03-18 20:30,151800.53,151.80053,02-03-18,0,0,151.80053,0,151.80053
02-03-18 20:45,128123.03,128.12303,02-03-18,0,0,128.12303,0,128.12303
02-03-18 21:00,150886.08,150.88608,02-03-18,0,0,150.88608,0,150.88608
02-03-18 21:15,140806.92,140.80692,02-03-18,0,0,140.80692,0,140.80692
02-03-18 21:30,147307.34,147.30734,02-03-18,0,0,147.30734,0,147.30734
02-03-18 21:45,194822.42,194.82242,02-03-18,0,0,194.82242,0,194.82242
02-03-18 22:00,134718.9,134.7189,02-03-18,0,0,134.7189,0,134.7189
02-03-18 22:15,109640.24,109.64024,02-03-18,0,0,109.64024,0,109.64024
02-03-18 22:30,123847.625,123.847625,02-03-18,0,0,123.847625,0,123.847625
02-03-18 22:45,113253.875,113.253875,02-03-18,0,0,113.253875,0,113.253875
02-03-18 23:00,76273.92,76.27392,02-03-18,0,0,76.27392,0,76.27392
02-03-18 23:15,110708.49,110.70849,02-03-18,0,0,110.70849,0,110.70849
02-03-18 23:30,81977.98,81.97798,02-03-18,0,0,81.97798,0,81.97798
02-03-18 23:45,71409.97,71.40997,02-03-18,0,0,71.40997,0,71.40997
03-03-18 0:00,94657.4,94.6574,03-03-18,0,0,94.6574,0,94.6574
03-03-18 0:15,81929.72,81.92972,03-03-18,0,0,81.92972,0,81.92972
03-03-18 0:30,69695.62,69.69562,03-03-18,0,0,69.69562,0,69.69562
03-03-18 0:45,105912.97,105.91297,03-03-18,0,0,105.91297,0,105.91297
03-03-18 1:00,73207.52,73.20752,03-03-18,0,0,73.20752,0,73.20752
03-03-18 1:15,65359.62,65.35962,03-03-18,0,0,65.35962,0,65.35962
03-03-18 1:30,87680.6,87.6806,03-03-18,0,0,87.6806,0,87.6806
03-03-18 1:45,61465.43,61.46543,03-03-18,0,0,61.46543,0,61.46543
03-03-18 2:00,97628.305,97.628305,03-03-18,0,0,97.628305,0,97.628305
03-03-18 2:15,83609.6,83.6096,03-03-18,0,0,83.6096,0,83.6096
03-03-18 2:30,61703.336,61.703336,03-03-18,0,0,61.703336,0,61.703336
03-03-18 2:45,80866.25,80.86625,03-03-18,0,0,80.86625,0,80.86625
03-03-18 3:00,113775.3,113.7753,03-03-18,0,0,113.7753,0,113.7753
03-03-18 3:15,59145.01,59.14501,03-03-18,0,0,59.14501,0,59.14501
03-03-18 3:30,72407.734,72.407734,03-03-18,0,0,72.407734,0,72.407734
03-03-18 3:45,75807,75.807,03-03-18,0,0,75.807,0,75.807
03-03-18 4:00,57248.406,57.248406,03-03-18,0,0,57.248406,0,57.248406
03-03-18 4:15,98666.88,98.66688,03-03-18,0,0,98.66688,0,98.66688
03-03-18 4:30,69873.22,69.87322,03-03-18,0,0,69.87322,0,69.87322
03-03-18 4:45,55092.51,55.09251,03-03-18,0,0,55.09251,0,55.09251
03-03-18 5:00,80550.336,80.550336,03-03-18,0,0,80.550336,0,80.550336
03-03-18 5:15,73940.52,73.94052,03-03-18,0,0,73.94052,0,73.94052
03-03-18 5:30,62488.156,62.488156,03-03-18,0,0,62.488156,0,62.488156
03-03-18 5:45,94667.95,94.66795,03-03-18,0,0,94.66795,0,94.66795
03-03-18 6:00,53973.633,53.973633,03-03-18,0,0,53.973633,0,53.973633
03-03-18 6:15,53874.336,53.874336,03-03-18,0,0,53.874336,0,53.874336
03-03-18 6:30,67784.055,67.784055,03-03-18,0,0,67.784055,0,67.784055
03-03-18 6:45,84554.17,84.55417,03-03-18,152,0.152,84.40217,0.608,83.79417
03-03-18 7:00,90414.33,90.41433,03-03-18,370,0.37,90.04433,1.48,88.56433
03-03-18 7:15,131467.45,131.46745,03-03-18,564,0.564,130.90345,2.256,128.64745
03-03-18 7:30,179085.81,179.08581,03-03-18,743,0.743,178.34281,2.972,175.37081
03-03-18 7:45,113542.65,113.54265,03-03-18,885,0.885,112.65765,3.54,109.11765
03-03-18 8:00,145957.78,145.95778,03-03-18,1206,1.206,144.75178,4.824,139.92778
03-03-18 8:15,152106.02,152.10602,03-03-18,2215,2.215,149.89102,8.86,141.03102
03-03-18 8:30,184353.25,184.35325,03-03-18,3744,3.744,180.60925,14.976,165.63325
03-03-18 8:45,233764.22,233.76422,03-03-18,5528,5.528,228.23622,22.112,206.12422
03-03-18 9:00,177767.25,177.76725,03-03-18,7379,7.379,170.38825,29.516,140.87225
03-03-18 9:15,193256.45,193.25645,03-03-18,9172,9.172,184.08445,36.688,147.39645
03-03-18 9:30,219447.05,219.44705,03-03-18,10947,10.947,208.50005,43.788,164.71205
03-03-18 9:45,227852.94,227.85294,03-03-18,12583,12.583,215.26994,50.332,164.93794
03-03-18 10:00,226398.06,226.39806,03-03-18,14103,14.103,212.29506,56.412,155.88306
03-03-18 10:15,194630.06,194.63006,03-03-18,15407,15.407,179.22306,61.628,117.59506
03-03-18 10:30,175690.64,175.69064,03-03-18,16660,16.66,159.03064,66.64,92.39064
03-03-18 10:45,150238.64,150.23864,03-03-18,17823,17.823,132.41564,71.292,61.12364
03-03-18 11:00,170669.11,170.66911,03-03-18,18809,18.809,151.86011,75.236,76.62411
03-03-18 11:15,154240,154.24,03-03-18,19646,19.646,134.594,78.584,56.01
03-03-18 11:30,159290.05,159.29005,03-03-18,20524,20.524,138.76605,82.096,56.67005
03-03-18 11:45,195199.47,195.19947,03-03-18,21248,21.248,173.95147,84.992,88.95947
03-03-18 12:00,149203.36,149.20336,03-03-18,21899,21.899,127.30436,87.596,39.70836
03-03-18 12:15,168770.89,168.77089,03-03-18,22453,22.453,146.31789,89.812,56.50589
03-03-18 12:30,161612.1,161.6121,03-03-18,22771,22.771,138.8411,91.084,47.7571
03-03-18 12:45,173143.53,173.14353,03-03-18,23031,23.031,150.11253,92.124,57.98853
03-03-18 13:00,247436.47,247.43647,03-03-18,23129,23.129,224.30747,92.516,131.79147
03-03-18 13:15,155083.55,155.08355,03-03-18,23389,23.389,131.69455,93.556,38.13855
03-03-18 13:30,172348.12,172.34812,03-03-18,23526,23.526,148.82212,94.104,54.71812
03-03-18 13:45,194682.27,194.68227,03-03-18,23457,23.457,171.22527,93.828,77.39727
03-03-18 14:00,140229.73,140.22973,03-03-18,23276,23.276,116.95373,93.104,23.84973
03-03-18 14:15,189170.98,189.17098,03-03-18,23083,23.083,166.08798,92.332,73.75598
03-03-18 14:30,232112.73,232.11273,03-03-18,22767,22.767,209.34573,91.068,118.27773
03-03-18 14:45,231347.02,231.34702,03-03-18,22460,22.46,208.88702,89.84,119.04702
03-03-18 15:00,233152.28,233.15228,03-03-18,21716,21.716,211.43628,86.864,124.57228
03-03-18 15:15,138154.45,138.15445,03-03-18,21051,21.051,117.10345,84.204,32.89945
03-03-18 15:30,136385.86,136.38586,03-03-18,20254,20.254,116.13186,81.016,35.11586
03-03-18 15:45,109050.68,109.05068,03-03-18,19434,19.434,89.61668,77.736,11.88068
03-03-18 16:00,138945.3,138.9453,03-03-18,18539,18.539,120.4063,74.156,46.2503
03-03-18 16:15,144160.06,144.16006,03-03-18,17464,17.464,126.69606,69.856,56.84006
03-03-18 16:30,113663.05,113.66305,03-03-18,16140,16.14,97.52305,64.56,32.96305
03-03-18 16:45,148682.69,148.68269,03-03-18,14692,14.692,133.99069,58.768,75.22269
03-03-18 17:00,125412.1,125.4121,03-03-18,13401,13.401,112.0111,53.604,58.4071
03-03-18 17:15,173837.94,173.83794,03-03-18,11904,11.904,161.93394,47.616,114.31794
03-03-18 17:30,126884.8,126.8848,03-03-18,10374,10.374,116.5108,41.496,75.0148
03-03-18 17:45,144004.05,144.00405,03-03-18,8767,8.767,135.23705,35.068,100.16905
03-03-18 18:00,150101.27,150.10127,03-03-18,4900,4.9,145.20127,19.6,125.60127
03-03-18 18:15,140943.61,140.94361,03-03-18,757,0.757,140.18661,3.028,137.15861
03-03-18 18:30,179733.05,179.73305,03-03-18,558,0.558,179.17505,2.232,176.94305
03-03-18 18:45,131115.25,131.11525,03-03-18,303,0.303,130.81225,1.212,129.60025
03-03-18 19:00,142945.2,142.9452,03-03-18,74,0.074,142.8712,0.296,142.5752
03-03-18 19:15,138837.31,138.83731,03-03-18,0,0,138.83731,0,138.83731
03-03-18 19:30,154750.72,154.75072,03-03-18,0,0,154.75072,0,154.75072
03-03-18 19:45,157593.23,157.59323,03-03-18,0,0,157.59323,0,157.59323
03-03-18 20:00,126064.19,126.06419,03-03-18,0,0,126.06419,0,126.06419
03-03-18 20:15,157220.27,157.22027,03-03-18,0,0,157.22027,0,157.22027
03-03-18 20:30,136031.77,136.03177,03-03-18,0,0,136.03177,0,136.03177
03-03-18 20:45,179554.03,179.55403,03-03-18,0,0,179.55403,0,179.55403
03-03-18 21:00,95725.914,95.725914,03-03-18,0,0,95.725914,0,95.725914
03-03-18 21:15,98307.24,98.30724,03-03-18,0,0,98.30724,0,98.30724
03-03-18 21:30,98287.47,98.28747,03-03-18,0,0,98.28747,0,98.28747
03-03-18 21:45,96469.46,96.46946,03-03-18,0,0,96.46946,0,96.46946
03-03-18 22:00,126468.9,126.4689,03-03-18,0,0,126.4689,0,126.4689
03-03-18 22:15,63486.25,63.48625,03-03-18,0,0,63.48625,0,63.48625
03-03-18 22:30,85131.08,85.13108,03-03-18,0,0,85.13108,0,85.13108
03-03-18 22:45,70968.49,70.96849,03-03-18,0,0,70.96849,0,70.96849
03-03-18 23:00,93465.4,93.4654,03-03-18,0,0,93.4654,0,93.4654
03-03-18 23:15,81775.85,81.77585,03-03-18,0,0,81.77585,0,81.77585
03-03-18 23:30,51048.215,51.048215,03-03-18,0,0,51.048215,0,51.048215
03-03-18 23:45,80442.55,80.44255,03-03-18,0,0,80.44255,0,80.44255
04-03-18 0:00,60638.758,60.638758,04-03-18,0,0,60.638758,0,60.638758
04-03-18 0:15,109008.9,109.0089,04-03-18,0,0,109.0089,0,109.0089
04-03-18 0:30,79194.66,79.19466,04-03-18,0,0,79.19466,0,79.19466
04-03-18 0:45,70518.2,70.5182,04-03-18,0,0,70.5182,0,70.5182
04-03-18 1:00,84837.85,84.83785,04-03-18,0,0,84.83785,0,84.83785
04-03-18 1:15,79774.05,79.77405,04-03-18,0,0,79.77405,0,79.77405
04-03-18 1:30,104089.58,104.08958,04-03-18,0,0,104.08958,0,104.08958
04-03-18 1:45,60536.305,60.536305,04-03-18,0,0,60.536305,0,60.536305
04-03-18 2:00,75474.836,75.474836,04-03-18,0,0,75.474836,0,75.474836
04-03-18 2:15,67789.64,67.78964,04-03-18,0,0,67.78964,0,67.78964
04-03-18 2:30,78531.32,78.53132,04-03-18,0,0,78.53132,0,78.53132
04-03-18 2:45,100786.43,100.78643,04-03-18,0,0,100.78643,0,100.78643
04-03-18 3:00,58430.707,58.430707,04-03-18,0,0,58.430707,0,58.430707
04-03-18 3:15,77597.65,77.59765,04-03-18,0,0,77.59765,0,77.59765
04-03-18 3:30,57835.92,57.83592,04-03-18,0,0,57.83592,0,57.83592
04-03-18 3:45,87771.14,87.77114,04-03-18,0,0,87.77114,0,87.77114
04-03-18 4:00,92387.34,92.38734,04-03-18,0,0,92.38734,0,92.38734
04-03-18 4:15,57763.69,57.76369,04-03-18,0,0,57.76369,0,57.76369
04-03-18 4:30,83614,83.614,04-03-18,0,0,83.614,0,83.614
04-03-18 4:45,56830.953,56.830953,04-03-18,0,0,56.830953,0,56.830953
04-03-18 5:00,94167.09,94.16709,04-03-18,0,0,94.16709,0,94.16709
04-03-18 5:15,92206.26,92.20626,04-03-18,0,0,92.20626,0,92.20626
04-03-18 5:30,57446.51,57.44651,04-03-18,0,0,57.44651,0,57.44651
04-03-18 5:45,79367.77,79.36777,04-03-18,0,0,79.36777,0,79.36777
04-03-18 6:00,67460.875,67.460875,04-03-18,0,0,67.460875,0,67.460875
04-03-18 6:15,110629.31,110.62931,04-03-18,0,0,110.62931,0,110.62931
04-03-18 6:30,69295.234,69.295234,04-03-18,0,0,69.295234,0,69.295234
